route_id,service_id,trip_id,shape_id
1,1,1_10_0,
1,1,1_10_10,
1,1,1_10_20,
1,1,1_10_30,
1,1,1_10_40,
1,1,1_10_50,
1,1,1_11_0,
1,1,1_11_10,
1,1,1_11_20,
1,1,1_11_30,
1,1,1_11_40,
1,1,1_11_50,
1,1,1_12_0,
1,1,1_12_10,
1,1,1_12_20,
1,1,1_12_30,
1,1,1_12_40,
1,1,1_12_50,
1,1,1_13_0,
1,1,1_13_20,
1,1,1_13_30,
1,1,1_13_40,
1,1,1_13_50,
1,1,1_14_0,
1,1,1_14_10,
1,1,1_14_20,
1,1,1_14_30,
1,1,1_14_40,
1,1,1_14_50,
1,1,1_15_0,
1,1,1_15_10,
1,1,1_15_20,
1,1,1_15_30,
1,1,1_15_40,
1,1,1_15_50,
1,1,1_16_0,
1,1,1_16_10,
1,1,1_16_20,
1,1,1_16_30,
1,1,1_16_40,
1,1,1_16_50,
1,1,1_17_0,
1,1,1_17_10,
1,1,1_17_20,
1,1,1_17_30,
1,1,1_17_40,
1,1,1_17_50,
1,1,1_18_0,
1,1,1_18_10,
1,1,1_18_20,
1,1,1_18_30,
1,1,1_18_40,
1,1,1_18_50,
1,1,1_19_0,
1,1,1_19_10,
1,1,1_19_20,
1,1,1_19_30,
1,1,1_19_40,
1,1,1_19_50,
1,1,1_20_0,
1,1,1_20_10,
1,1,1_20_20,
1,1,1_20_30,
1,1,1_20_40,
1,1,1_20_50,
1,1,1_21_0,
1,1,1_21_10,
1,1,1_21_20,
1,1,1_21_30,
1,1,1_21_50,
2,1,2_5_0,
2,1,2_5_10,
2,1,2_5_20,
2,1,2_5_30,
2,1,2_5_40,
2,1,2_5_50,
2,1,2_6_0,
2,1,2_6_10,
2,1,2_6_20,
2,1,2_6_30,
2,1,2_6_40,
2,1,2_6_50,
2,1,2_7_0,
2,1,2_7_10,
2,1,2_7_20,
2,1,2_7_30,
2,1,2_7_40,
3,1,3_5_0,
3,1,3_5_10,
3,1,3_5_20,
3,1,3_5_30,
3,1,3_5_40,
3,1,3_5_50,
3,1,3_6_0,
3,1,3_6_10,
3,1,3_6_20,
3,1,3_6_30,
3,1,3_6_40,
3,1,3_6_50,
3,1,3_7_0,
3,1,3_7_10,
3,1,3_7_20,
3,1,3_7_30,
3,1,3_7_40,
3,1,3_7_50,
3,1,3_8_0,
3,1,3_8_10,
3,1,3_8_20,
3,1,3_8_30,
3,1,3_8_40,
3,1,3_8_50,
3,1,3_9_0,
3,1,3_9_10,
3,1,3_9_20,
3,1,3_9_30,
3,1,3_9_40,
3,1,3_9_50,
3,1,3_10_0,
3,1,3_10_10,
3,1,3_10_20,
3,1,3_10_30,
3,1,3_10_40,
3,1,3_10_50,
3,1,3_11_0,
3,1,3_11_10,
3,1,3_11_20,
3,1,3_11_30,
3,1,3_11_40,
3,1,3_11_50,
3,1,3_12_0,
3,1,3_12_10,
3,1,3_12_20,
3,1,3_12_30,
3,1,3_12_40,
3,1,3_12_50,
3,1,3_13_0,
3,1,3_13_10,
3,1,3_13_20,
3,1,3_13_30,
3,1,3_13_40,
3,1,3_13_50,
3,1,3_14_0,
3,1,3_14_10,
3,1,3_14_20,
3,1,3_14_30,
3,1,3_14_40,
3,1,3_14_50,
3,1,3_15_0,
3,1,3_15_10,
3,1,3_15_20,
3,1,3_15_30,
3,1,3_15_40,
3,1,3_15_50,
3,1,3_16_0,
3,1,3_16_10,
3,1,3_16_20,
3,1,3_16_30,
3,1,3_16_40,
3,1,3_16_50,
3,1,3_17_0,
3,1,3_17_10,
3,1,3_17_20,
3,1,3_17_30,
3,1,3_17_40,
3,1,3_17_50,
3,1,3_18_0,
3,1,3_18_10,
3,1,3_18_20,
3,1,3_18_30,
3,1,3_18_40,
3,1,3_18_50,
3,1,3_19_0,
3,1,3_19_10,
3,1,3_19_20,
3,1,3_19_30,
3,1,3_19_40,
3,1,3_19_50,
3,1,3_20_0,
3,1,3_20_10,
3,1,3_20_20,
3,1,3_20_30,
3,1,3_20_40,
3,1,3_20_50,
3,1,3_21_0,
3,1,3_21_10,
3,1,3_21_20,
3,1,3_21_30,
3,1,3_21_40,
3,1,3_21_50,
3,1,3_22_0,
3,1,3_22_10,
3,1,3_22_20,
4,1,4_5_40,
4,1,4_5_50,
4,1,4_6_0,
4,1,4_6_20,
4,1,4_6_30,
4,1,4_7_0,
4,1,4_7_10,
4,1,4_7_20,
4,1,4_7_30,
4,1,4_7_40,
4,1,4_7_50,
4,1,4_8_0,
4,1,4_8_10,
4,1,4_8_20,
4,1,4_8_30,
4,1,4_8_40,
4,1,4_8_50,
4,1,4_9_0,
4,1,4_9_10,
4,1,4_9_20,
4,1,4_9_30,
4,1,4_9_40,
4,1,4_9_50,
4,1,4_10_0,
4,1,4_10_10,
4,1,4_10_20,
4,1,4_10_30,
4,1,4_10_40,
4,1,4_10_50,
4,1,4_11_0,
4,1,4_11_10,
4,1,4_11_20,
4,1,4_13_10,
4,1,4_13_30,
4,1,4_13_40,
4,1,4_13_50,
4,1,4_14_0,
4,1,4_14_10,
4,1,4_14_20,
4,1,4_14_30,
4,1,4_14_40,
4,1,4_14_50,
4,1,4_15_0,
4,1,4_15_10,
4,1,4_15_20,
4,1,4_15_30,
4,1,4_15_40,
4,1,4_15_50,
4,1,4_16_0,
4,1,4_16_10,
4,1,4_16_20,
4,1,4_16_30,
4,1,4_16_40,
4,1,4_16_50,
4,1,4_17_0,
4,1,4_17_20,
4,1,4_17_40,
4,1,4_17_50,
4,1,4_18_10,
4,1,4_18_40,
4,1,4_18_50,
4,1,4_19_10,
4,1,4_19_20,
4,1,4_19_30,
4,1,4_19_40,
4,1,4_20_0,
4,1,4_20_10,
4,1,4_20_20,
4,1,4_20_40,
4,1,4_20_50,
4,1,4_21_0,
4,1,4_21_10,
4,1,4_21_20,
4,1,4_21_30,
4,1,4_21_40,
4,1,4_21_50,
4,1,4_22_0,
4,1,4_22_30,
4,1,4_22_40,
4,1,4_22_50,
4,1,4_23_30,
5,1,5_5_40,
5,1,5_5_50,
5,1,5_6_0,
5,1,5_6_20,
5,1,5_6_30,
5,1,5_7_0,
5,1,5_7_10,
5,1,5_7_20,
5,1,5_7_30,
5,1,5_7_40,
5,1,5_7_50,
5,1,5_8_0,
5,1,5_8_10,
5,1,5_8_20,
5,1,5_8_30,
5,1,5_8_40,
5,1,5_8_50,
5,1,5_9_0,
5,1,5_9_10,
5,1,5_9_20,
5,1,5_9_30,
5,1,5_9_40,
5,1,5_9_50,
5,1,5_10_0,
5,1,5_10_10,
5,1,5_10_20,
5,1,5_10_30,
5,1,5_10_40,
5,1,5_10_50,
5,1,5_11_0,
5,1,5_11_10,
5,1,5_11_20,
5,1,5_13_10,
5,1,5_13_30,
5,1,5_13_40,
5,1,5_13_50,
5,1,5_14_0,
5,1,5_14_10,
5,1,5_14_20,
5,1,5_14_30,
5,1,5_14_40,
5,1,5_14_50,
5,1,5_15_0,
5,1,5_15_10,
5,1,5_15_20,
5,1,5_15_30,
5,1,5_15_40,
5,1,5_15_50,
5,1,5_16_0,
5,1,5_16_10,
5,1,5_16_20,
5,1,5_16_30,
5,1,5_16_40,
5,1,5_16_50,
5,1,5_17_0,
5,1,5_17_20,
5,1,5_17_40,
5,1,5_17_50,
5,1,5_18_10,
5,1,5_18_40,
5,1,5_18_50,
5,1,5_19_10,
5,1,5_19_20,
5,1,5_19_30,
5,1,5_19_40,
5,1,5_20_0,
5,1,5_20_10,
5,1,5_20_20,
5,1,5_20_40,
5,1,5_20_50,
5,1,5_21_0,
5,1,5_21_10,
5,1,5_21_20,
5,1,5_21_30,
5,1,5_21_40,
5,1,5_21_50,
5,1,5_22_0,
5,1,5_22_30,
5,1,5_22_40,
5,1,5_22_50,
5,1,5_23_30,
6,1,6_5_40,
6,1,6_5_50,
6,1,6_6_0,
6,1,6_6_20,
6,1,6_6_30,
6,1,6_7_0,
6,1,6_7_10,
6,1,6_7_20,
6,1,6_7_30,
6,1,6_7_40,
6,1,6_7_50,
6,1,6_8_0,
6,1,6_8_10,
6,1,6_8_20,
6,1,6_8_30,
6,1,6_8_40,
6,1,6_8_50,
6,1,6_9_0,
6,1,6_9_10,
6,1,6_9_20,
6,1,6_9_30,
6,1,6_9_40,
6,1,6_9_50,
6,1,6_10_0,
6,1,6_10_10,
6,1,6_10_20,
6,1,6_10_30,
6,1,6_10_40,
6,1,6_10_50,
6,1,6_11_0,
6,1,6_11_10,
6,1,6_11_20,
6,1,6_13_10,
6,1,6_13_30,
6,1,6_13_40,
6,1,6_13_50,
6,1,6_14_0,
6,1,6_14_10,
6,1,6_14_20,
6,1,6_14_30,
6,1,6_14_40,
6,1,6_14_50,
6,1,6_15_0,
6,1,6_15_10,
6,1,6_15_20,
6,1,6_15_30,
6,1,6_15_40,
6,1,6_15_50,
6,1,6_16_0,
6,1,6_16_10,
6,1,6_16_20,
6,1,6_16_30,
6,1,6_16_40,
6,1,6_16_50,
6,1,6_17_0,
6,1,6_17_20,
6,1,6_17_40,
6,1,6_17_50,
6,1,6_18_10,
6,1,6_18_40,
6,1,6_18_50,
6,1,6_19_10,
6,1,6_19_20,
6,1,6_19_30,
6,1,6_19_40,
6,1,6_20_0,
6,1,6_20_10,
6,1,6_20_20,
6,1,6_20_40,
6,1,6_20_50,
6,1,6_21_0,
6,1,6_21_10,
6,1,6_21_20,
6,1,6_21_30,
6,1,6_21_40,
6,1,6_21_50,
6,1,6_22_0,
6,1,6_22_30,
6,1,6_22_40,
6,1,6_22_50,
6,1,6_23_30,
7,1,7_5_40,
7,1,7_5_50,
7,1,7_6_0,
7,1,7_6_20,
7,1,7_6_30,
7,1,7_7_0,
7,1,7_7_10,
7,1,7_7_20,
7,1,7_7_30,
7,1,7_7_40,
7,1,7_7_50,
7,1,7_8_0,
7,1,7_8_10,
7,1,7_8_20,
7,1,7_8_30,
7,1,7_8_40,
7,1,7_8_50,
7,1,7_9_0,
7,1,7_9_10,
7,1,7_9_20,
7,1,7_9_30,
7,1,7_9_40,
7,1,7_9_50,
7,1,7_10_0,
7,1,7_10_10,
7,1,7_10_20,
7,1,7_10_30,
7,1,7_10_40,
7,1,7_10_50,
7,1,7_11_0,
7,1,7_11_10,
7,1,7_11_20,
7,1,7_13_10,
7,1,7_13_30,
7,1,7_13_40,
7,1,7_13_50,
7,1,7_14_0,
7,1,7_14_10,
7,1,7_14_20,
7,1,7_14_30,
7,1,7_14_40,
7,1,7_14_50,
7,1,7_15_0,
7,1,7_15_10,
7,1,7_15_20,
7,1,7_15_30,
7,1,7_15_40,
7,1,7_15_50,
7,1,7_16_0,
7,1,7_16_10,
7,1,7_16_20,
7,1,7_16_30,
7,1,7_16_40,
7,1,7_16_50,
7,1,7_17_0,
7,1,7_17_20,
7,1,7_17_40,
7,1,7_17_50,
7,1,7_18_10,
7,1,7_18_40,
7,1,7_18_50,
7,1,7_19_10,
7,1,7_19_20,
7,1,7_19_30,
7,1,7_19_40,
7,1,7_20_0,
7,1,7_20_10,
7,1,7_20_20,
7,1,7_20_40,
7,1,7_20_50,
7,1,7_21_0,
7,1,7_21_10,
7,1,7_21_20,
7,1,7_21_30,
7,1,7_21_40,
7,1,7_21_50,
7,1,7_22_0,
7,1,7_22_30,
7,1,7_22_40,
7,1,7_22_50,
7,1,7_23_30,
8,1,8_5_40,
8,1,8_5_50,
8,1,8_6_0,
8,1,8_6_20,
8,1,8_6_30,
8,1,8_7_0,
8,1,8_7_10,
8,1,8_7_20,
8,1,8_7_30,
8,1,8_7_40,
8,1,8_7_50,
8,1,8_8_0,
8,1,8_8_10,
8,1,8_8_20,
8,1,8_8_30,
8,1,8_8_40,
8,1,8_8_50,
8,1,8_9_0,
8,1,8_9_10,
8,1,8_9_20,
8,1,8_9_30,
8,1,8_9_40,
8,1,8_9_50,
8,1,8_10_0,
8,1,8_10_10,
8,1,8_10_20,
8,1,8_10_30,
8,1,8_10_40,
8,1,8_10_50,
8,1,8_11_0,
8,1,8_11_10,
8,1,8_11_20,
8,1,8_13_10,
8,1,8_13_30,
8,1,8_13_40,
8,1,8_13_50,
8,1,8_14_0,
8,1,8_14_10,
8,1,8_14_20,
8,1,8_14_30,
8,1,8_14_40,
8,1,8_14_50,
8,1,8_15_0,
8,1,8_15_10,
8,1,8_15_20,
8,1,8_15_30,
8,1,8_15_40,
8,1,8_15_50,
8,1,8_16_0,
8,1,8_16_10,
8,1,8_16_20,
8,1,8_16_30,
8,1,8_16_40,
8,1,8_16_50,
8,1,8_17_0,
8,1,8_17_20,
8,1,8_17_40,
8,1,8_17_50,
8,1,8_18_10,
8,1,8_18_40,
8,1,8_18_50,
8,1,8_19_10,
8,1,8_19_20,
8,1,8_19_30,
8,1,8_19_40,
8,1,8_20_0,
8,1,8_20_10,
8,1,8_20_20,
8,1,8_20_40,
8,1,8_20_50,
8,1,8_21_0,
8,1,8_21_10,
8,1,8_21_20,
8,1,8_21_30,
8,1,8_21_40,
8,1,8_21_50,
8,1,8_22_0,
8,1,8_22_30,
8,1,8_22_40,
8,1,8_22_50,
8,1,8_23_30,
9,1,9_6_50,
9,1,9_7_0,
9,1,9_7_10,
9,1,9_7_20,
9,1,9_7_40,
9,1,9_7_50,
9,1,9_8_0,
9,1,9_8_10,
9,1,9_8_20,
9,1,9_8_30,
9,1,9_8_40,
9,1,9_8_50,
9,1,9_9_0,
9,1,9_9_10,
9,1,9_9_20,
9,1,9_9_30,
9,1,9_9_40,
9,1,9_9_50,
9,1,9_10_0,
9,1,9_10_10,
9,1,9_10_20,
9,1,9_10_30,
9,1,9_10_40,
9,1,9_10_50,
9,1,9_11_0,
9,1,9_11_10,
9,1,9_11_20,
9,1,9_11_30,
9,1,9_11_40,
9,1,9_11_50,
9,1,9_12_0,
9,1,9_12_10,
9,1,9_12_20,
9,1,9_12_30,
9,1,9_12_40,
9,1,9_12_50,
9,1,9_13_0,
9,1,9_13_10,
9,1,9_13_20,
9,1,9_13_30,
9,1,9_13_40,
9,1,9_13_50,
9,1,9_14_0,
9,1,9_14_10,
9,1,9_15_10,
9,1,9_15_30,
9,1,9_15_40,
9,1,9_15_50,
9,1,9_16_0,
9,1,9_16_10,
9,1,9_16_20,
9,1,9_16_30,
9,1,9_16_40,
9,1,9_16_50,
9,1,9_17_0,
9,1,9_17_10,
9,1,9_17_20,
9,1,9_17_30,
9,1,9_17_40,
9,1,9_17_50,
9,1,9_18_0,
9,1,9_18_10,
9,1,9_18_20,
9,1,9_18_30,
9,1,9_18_40,
9,1,9_18_50,
9,1,9_19_0,
9,1,9_19_10,
9,1,9_19_20,
9,1,9_19_30,
9,1,9_19_40,
9,1,9_19_50,
9,1,9_20_0,
9,1,9_20_40,
9,1,9_22_0,
9,1,9_22_10,
9,1,9_22_20,
10,1,10_6_10,
10,1,10_6_20,
10,1,10_6_30,
10,1,10_6_40,
10,1,10_6_50,
10,1,10_7_0,
10,1,10_7_10,
10,1,10_7_20,
10,1,10_7_30,
10,1,10_7_40,
10,1,10_7_50,
10,1,10_8_0,
10,1,10_8_10,
10,1,10_8_20,
10,1,10_8_30,
10,1,10_8_40,
10,1,10_8_50,
10,1,10_9_0,
10,1,10_9_10,
10,1,10_9_20,
10,1,10_9_30,
10,1,10_9_40,
10,1,10_9_50,
10,1,10_10_0,
10,1,10_10_10,
10,1,10_10_20,
10,1,10_10_30,
10,1,10_10_40,
10,1,10_10_50,
10,1,10_11_0,
10,1,10_11_10,
10,1,10_11_20,
10,1,10_11_30,
10,1,10_11_40,
10,1,10_11_50,
10,1,10_12_0,
10,1,10_13_40,
10,1,10_13_50,
10,1,10_14_0,
10,1,10_14_10,
10,1,10_14_20,
10,1,10_14_30,
10,1,10_14_40,
10,1,10_14_50,
10,1,10_15_0,
10,1,10_15_10,
10,1,10_15_20,
10,1,10_15_30,
10,1,10_15_40,
10,1,10_15_50,
10,1,10_16_0,
10,1,10_16_10,
10,1,10_16_20,
10,1,10_16_30,
10,1,10_16_40,
10,1,10_16_50,
10,1,10_17_0,
10,1,10_17_10,
10,1,10_17_20,
10,1,10_17_30,
10,1,10_17_40,
10,1,10_17_50,
10,1,10_18_0,
10,1,10_18_10,
10,1,10_18_20,
10,1,10_18_30,
10,1,10_18_40,
10,1,10_18_50,
10,1,10_19_0,
10,1,10_19_10,
10,1,10_19_20,
10,1,10_19_30,
10,1,10_19_40,
10,1,10_19_50,
10,1,10_20_0,
10,1,10_20_10,
10,1,10_20_20,
10,1,10_20_30,
10,1,10_20_40,
10,1,10_21_30,
11,1,11_5_10,
11,1,11_5_20,
11,1,11_5_30,
11,1,11_5_40,
11,1,11_5_50,
11,1,11_6_0,
11,1,11_6_10,
11,1,11_6_20,
11,1,11_6_30,
11,1,11_6_40,
11,1,11_6_50,
11,1,11_7_0,
11,1,11_7_10,
11,1,11_7_20,
11,1,11_7_30,
11,1,11_7_40,
11,1,11_7_50,
11,1,11_8_0,
11,1,11_8_10,
11,1,11_8_20,
11,1,11_8_30,
11,1,11_8_40,
11,1,11_8_50,
11,1,11_9_0,
11,1,11_9_10,
11,1,11_9_20,
11,1,11_9_30,
11,1,11_9_40,
11,1,11_9_50,
11,1,11_10_0,
11,1,11_10_10,
11,1,11_10_20,
11,1,11_10_30,
11,1,11_10_40,
11,1,11_10_50,
11,1,11_11_0,
11,1,11_11_10,
11,1,11_11_20,
11,1,11_11_30,
11,1,11_11_40,
11,1,11_11_50,
11,1,11_12_0,
11,1,11_12_10,
11,1,11_12_20,
11,1,11_12_40,
11,1,11_12_50,
11,1,11_13_0,
11,1,11_13_10,
11,1,11_13_20,
11,1,11_13_30,
11,1,11_13_40,
11,1,11_14_0,
11,1,11_14_10,
11,1,11_14_20,
11,1,11_14_40,
11,1,11_14_50,
11,1,11_15_0,
11,1,11_15_10,
11,1,11_15_20,
11,1,11_15_30,
11,1,11_15_40,
11,1,11_15_50,
11,1,11_16_0,
11,1,11_16_10,
11,1,11_16_20,
11,1,11_16_30,
11,1,11_16_40,
11,1,11_16_50,
11,1,11_17_0,
11,1,11_17_10,
11,1,11_17_20,
11,1,11_17_30,
11,1,11_17_40,
11,1,11_17_50,
11,1,11_18_0,
11,1,11_18_10,
11,1,11_18_20,
11,1,11_18_30,
11,1,11_18_40,
11,1,11_18_50,
11,1,11_19_0,
11,1,11_19_10,
11,1,11_19_20,
11,1,11_19_40,
11,1,11_20_10,
12,1,12_5_10,
12,1,12_5_20,
12,1,12_5_30,
12,1,12_5_40,
12,1,12_5_50,
12,1,12_6_0,
12,1,12_6_10,
12,1,12_6_20,
12,1,12_6_30,
12,1,12_6_40,
12,1,12_6_50,
12,1,12_7_0,
12,1,12_7_10,
12,1,12_7_20,
12,1,12_7_30,
12,1,12_7_40,
12,1,12_7_50,
12,1,12_8_0,
12,1,12_8_10,
12,1,12_8_20,
12,1,12_8_30,
12,1,12_8_40,
12,1,12_8_50,
12,1,12_9_0,
12,1,12_9_10,
12,1,12_9_20,
12,1,12_9_30,
12,1,12_9_40,
12,1,12_9_50,
12,1,12_10_0,
12,1,12_10_10,
12,1,12_10_20,
12,1,12_10_30,
12,1,12_10_40,
12,1,12_10_50,
12,1,12_11_0,
12,1,12_11_10,
12,1,12_11_20,
12,1,12_11_30,
12,1,12_11_40,
12,1,12_11_50,
12,1,12_12_0,
12,1,12_12_10,
12,1,12_12_20,
12,1,12_12_40,
12,1,12_12_50,
12,1,12_13_0,
12,1,12_13_10,
12,1,12_13_20,
12,1,12_13_30,
12,1,12_13_40,
12,1,12_14_0,
12,1,12_14_10,
12,1,12_14_20,
12,1,12_14_40,
12,1,12_14_50,
12,1,12_15_0,
12,1,12_15_10,
12,1,12_15_20,
12,1,12_15_30,
12,1,12_15_40,
12,1,12_15_50,
12,1,12_16_0,
12,1,12_16_10,
12,1,12_16_20,
12,1,12_16_30,
12,1,12_16_40,
12,1,12_16_50,
12,1,12_17_0,
12,1,12_17_10,
12,1,12_17_20,
12,1,12_17_30,
12,1,12_17_40,
12,1,12_17_50,
12,1,12_18_0,
12,1,12_18_10,
12,1,12_18_20,
12,1,12_18_30,
12,1,12_18_40,
12,1,12_18_50,
12,1,12_19_0,
12,1,12_19_10,
12,1,12_19_20,
12,1,12_19_40,
12,1,12_20_10,
13,1,13_5_10,
13,1,13_5_20,
13,1,13_5_30,
13,1,13_5_40,
13,1,13_5_50,
13,1,13_6_0,
13,1,13_6_10,
13,1,13_6_20,
13,1,13_6_30,
13,1,13_6_40,
13,1,13_6_50,
13,1,13_7_0,
13,1,13_7_10,
13,1,13_7_20,
13,1,13_7_30,
13,1,13_7_40,
13,1,13_7_50,
13,1,13_8_0,
13,1,13_8_10,
13,1,13_8_20,
13,1,13_8_30,
13,1,13_8_40,
13,1,13_8_50,
13,1,13_9_0,
13,1,13_9_10,
13,1,13_9_20,
13,1,13_9_30,
13,1,13_9_40,
13,1,13_9_50,
13,1,13_10_0,
13,1,13_10_10,
13,1,13_10_20,
13,1,13_10_30,
13,1,13_10_40,
13,1,13_10_50,
13,1,13_11_0,
13,1,13_11_10,
13,1,13_11_20,
13,1,13_11_30,
13,1,13_11_40,
13,1,13_11_50,
13,1,13_12_0,
13,1,13_12_10,
13,1,13_12_20,
13,1,13_12_40,
13,1,13_12_50,
13,1,13_13_0,
13,1,13_13_10,
13,1,13_13_20,
13,1,13_13_30,
13,1,13_13_40,
13,1,13_14_0,
13,1,13_14_10,
13,1,13_14_20,
13,1,13_14_40,
13,1,13_14_50,
13,1,13_15_0,
13,1,13_15_10,
13,1,13_15_20,
13,1,13_15_30,
13,1,13_15_40,
13,1,13_15_50,
13,1,13_16_0,
13,1,13_16_10,
13,1,13_16_20,
13,1,13_16_30,
13,1,13_16_40,
13,1,13_16_50,
13,1,13_17_0,
13,1,13_17_10,
13,1,13_17_20,
13,1,13_17_30,
13,1,13_17_40,
13,1,13_17_50,
13,1,13_18_0,
13,1,13_18_10,
13,1,13_18_20,
13,1,13_18_30,
13,1,13_18_40,
13,1,13_18_50,
13,1,13_19_0,
13,1,13_19_10,
13,1,13_19_20,
13,1,13_19_40,
13,1,13_20_10,
14,1,14_5_10,
14,1,14_5_20,
14,1,14_5_30,
14,1,14_5_40,
14,1,14_5_50,
14,1,14_6_0,
14,1,14_6_10,
14,1,14_6_20,
14,1,14_6_30,
14,1,14_6_40,
14,1,14_6_50,
14,1,14_7_0,
14,1,14_7_10,
14,1,14_7_20,
14,1,14_7_30,
14,1,14_7_40,
14,1,14_7_50,
14,1,14_8_0,
14,1,14_8_10,
14,1,14_8_20,
14,1,14_8_30,
14,1,14_8_40,
14,1,14_8_50,
14,1,14_9_0,
14,1,14_9_10,
14,1,14_9_20,
14,1,14_9_30,
14,1,14_9_40,
14,1,14_9_50,
14,1,14_10_0,
14,1,14_10_10,
14,1,14_10_20,
14,1,14_10_30,
14,1,14_10_40,
14,1,14_10_50,
14,1,14_11_0,
14,1,14_11_10,
14,1,14_11_20,
14,1,14_11_30,
14,1,14_11_40,
14,1,14_11_50,
14,1,14_12_0,
14,1,14_12_10,
14,1,14_12_20,
14,1,14_12_40,
14,1,14_12_50,
14,1,14_13_0,
14,1,14_13_10,
14,1,14_13_20,
14,1,14_13_30,
14,1,14_13_40,
14,1,14_14_0,
14,1,14_14_10,
14,1,14_14_20,
14,1,14_14_40,
14,1,14_14_50,
14,1,14_15_0,
14,1,14_15_10,
14,1,14_15_20,
14,1,14_15_30,
14,1,14_15_40,
14,1,14_15_50,
14,1,14_16_0,
14,1,14_16_10,
14,1,14_16_20,
14,1,14_16_30,
14,1,14_16_40,
14,1,14_16_50,
14,1,14_17_0,
14,1,14_17_10,
14,1,14_17_20,
14,1,14_17_30,
14,1,14_17_40,
14,1,14_17_50,
14,1,14_18_0,
14,1,14_18_10,
14,1,14_18_20,
14,1,14_18_30,
14,1,14_18_40,
14,1,14_18_50,
14,1,14_19_0,
14,1,14_19_10,
14,1,14_19_20,
14,1,14_19_40,
14,1,14_20_10,
15,1,15_5_10,
15,1,15_5_20,
15,1,15_5_30,
15,1,15_5_40,
15,1,15_5_50,
15,1,15_6_0,
15,1,15_6_10,
15,1,15_6_20,
15,1,15_6_30,
15,1,15_6_40,
15,1,15_6_50,
15,1,15_7_0,
15,1,15_7_10,
15,1,15_7_20,
15,1,15_7_30,
15,1,15_7_40,
15,1,15_7_50,
15,1,15_8_0,
15,1,15_8_10,
15,1,15_8_20,
15,1,15_8_30,
15,1,15_8_40,
15,1,15_8_50,
15,1,15_9_0,
15,1,15_9_10,
15,1,15_9_20,
15,1,15_9_30,
15,1,15_9_40,
15,1,15_9_50,
15,1,15_10_0,
15,1,15_10_10,
15,1,15_10_20,
15,1,15_10_30,
15,1,15_10_40,
15,1,15_10_50,
15,1,15_11_0,
15,1,15_11_10,
15,1,15_11_20,
15,1,15_11_30,
15,1,15_11_40,
15,1,15_11_50,
15,1,15_12_0,
15,1,15_12_10,
15,1,15_12_20,
15,1,15_12_40,
15,1,15_12_50,
15,1,15_13_0,
15,1,15_13_10,
15,1,15_13_20,
15,1,15_13_30,
15,1,15_13_40,
15,1,15_14_0,
15,1,15_14_10,
15,1,15_14_20,
15,1,15_14_40,
15,1,15_14_50,
15,1,15_15_0,
