vehicle_id,trip_id,route_id,latitude,longitude,speed,timestamp,humantime,feed time
DL1PD3676,14993,492,28.627883911132812,77.19335174560547,4.44444465637207,1561196527,2019-06-22 15:12:07,2019-06-22 15:13:47
DL1PC6491,15775,522,28.699451446533203,77.20347595214844,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD0047,2333,90,28.613094329833984,76.99606323242188,2.777777671813965,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PC6532,422,16,28.671659469604492,77.15457153320312,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PC5876,15565,514,28.561355590820312,77.28376007080078,2.777777671813965,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD3128,13890,467,28.646442413330078,77.20567321777344,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2961,3253,147,28.628101348876953,77.12220001220703,2.777777671813965,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PC4102,8095,303,28.569427490234375,77.19580841064453,3.055555582046509,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD0135,11739,412,28.590105056762695,77.08536529541016,0.0,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD3267,2351,90,28.548128128051758,77.190185546875,2.5,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC5528,13580,460,28.659563064575195,77.23651885986328,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2201,13897,467,28.62787437438965,77.24293518066406,1.9444444179534912,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC6546,10870,391,28.625886917114258,77.20849609375,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2813,14064,470,28.646116256713867,77.31745910644531,1.3888888359069824,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2809,2679,103,28.61772346496582,77.11131286621094,0.0,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PD0824,6497,237,28.60637855529785,77.07522583007812,0.2777777910232544,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD0243,11927,415,28.642372131347656,77.22370147705078,0.0,1561196613,2019-06-22 15:13:33,2019-06-22 15:13:47
DL1PC5471,8259,314,28.57941436767578,77.2278823852539,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2360,1467,40,28.739534378051758,77.24749755859375,1.9444444179534912,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2484,2327,90,28.554203033447266,77.17842102050781,2.777777671813965,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD1695,11673,410,28.58742332458496,77.1883316040039,2.777777671813965,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD2995,13098,450,28.660503387451172,77.22409057617188,0.5555555820465088,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2611,12996,447,28.732463836669922,77.1578140258789,2.222222328186035,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PD1310,5131,195,28.62824249267578,77.2545394897461,3.3333332538604736,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2408,13091,450,28.685693740844727,77.33123779296875,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC4836,861,26,28.703413009643555,77.07546997070312,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2367,2083,82,28.693578720092773,77.21846771240234,0.5555555820465088,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC5425,10291,372,28.579219818115234,77.2314682006836,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC6627,3711,164,28.540546417236328,77.23529815673828,1.3888888359069824,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD3022,13057,449,28.67269515991211,77.2790756225586,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PC6744,15218,504,28.618669509887695,77.23567199707031,2.777777671813965,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD3617,14992,492,28.592992782592773,77.24144744873047,2.5,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD2561,14193,473,28.628633499145508,77.22682189941406,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD0687,12093,421,28.7463436126709,77.09649658203125,0.5555555820465088,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC5386,9070,337,28.579622268676758,77.2333755493164,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD0044,2336,90,28.612594604492188,76.9915771484375,1.1111111640930176,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC5019,8595,324,28.579416275024414,77.22706604003906,0.8333333134651184,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD1996,13574,460,28.633743286132812,77.22283935546875,1.9444444179534912,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD3632,3938,171,28.628253936767578,77.25392150878906,3.055555582046509,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2695,14092,471,28.652742385864258,77.1566162109375,0.5555555820465088,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD3114,12970,446,28.67386817932129,77.3229751586914,2.5,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD3281,14223,474,28.699542999267578,77.09537506103516,1.9444444179534912,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD1449,12031,420,28.70490837097168,77.2468032836914,2.777777671813965,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2245,13088,450,28.690038681030273,77.32308959960938,2.777777671813965,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD3471,12871,440,28.628196716308594,77.25389099121094,3.3333332538604736,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PC5279,8181,309,28.57925796508789,77.22710418701172,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD1563,12872,440,28.634578704833984,77.30205535888672,0.2777777910232544,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PC6517,3710,164,28.529958724975586,77.21795654296875,0.0,1561196609,2019-06-22 15:13:29,2019-06-22 15:13:47
DL1PC4837,272,4,28.72112274169922,77.199951171875,2.222222328186035,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PD0722,5947,219,28.61083221435547,76.94074249267578,3.8888888359069824,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD1448,12451,431,28.65436363220215,77.23646545410156,0.5555555820465088,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD0062,11609,408,28.569860458374023,77.1884994506836,2.777777671813965,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD2278,1155,35,28.673044204711914,77.2791748046875,1.9444444179534912,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD2461,1303,37,28.65056610107422,77.29341888427734,2.777777671813965,1561196590,2019-06-22 15:13:10,2019-06-22 15:13:47
DL1PC6493,10971,394,28.590930938720703,77.2274169921875,2.777777671813965,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD3499,15525,513,28.69785499572754,77.1193618774414,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC6659,3416,155,28.612892150878906,77.31265258789062,0.5555555820465088,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD0736,6909,252,28.70026206970215,77.09368133544922,1.1111111640930176,1561196612,2019-06-22 15:13:32,2019-06-22 15:13:47
DL1PC6526,412,16,28.670238494873047,77.16082763671875,2.5,1561196569,2019-06-22 15:12:49,2019-06-22 15:13:47
DL1PD2249,1544,43,28.672271728515625,77.22588348388672,0.5555555820465088,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PC5734,14304,478,28.66603660583496,77.18150329589844,2.222222328186035,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC4167,7898,293,28.635990142822266,77.09442901611328,0.0,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PC5381,9221,343,28.60620880126953,77.27345275878906,3.055555582046509,1561196613,2019-06-22 15:13:33,2019-06-22 15:13:47
DL1PC6568,11236,399,28.536468505859375,77.1139907836914,0.0,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2549,1915,68,28.575334548950195,77.15670776367188,1.6666666269302368,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PC6891,8592,324,28.66288185119629,77.23294067382812,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD0860,6837,251,28.638582229614258,77.07804870605469,1.6666666269302368,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD0698,4748,185,28.570308685302734,77.18336486816406,2.222222328186035,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2628,1769,54,28.67635726928711,77.06260681152344,0.5555555820465088,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PC6823,3412,155,28.59050178527832,77.25827026367188,1.9444444179534912,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PC6620,12274,426,28.676231384277344,77.31297302246094,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC6548,10810,390,28.524131774902344,77.25476837158203,0.0,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PC5491,8670,325,28.516382217407227,77.29643249511719,0.0,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PC4853,868,26,28.662460327148438,77.23419952392578,1.3888888359069824,1561196611,2019-06-22 15:13:31,2019-06-22 15:13:47
DL1PC5010,8893,332,28.5369930267334,77.26099395751953,0.2777777910232544,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD3035,13056,449,28.658029556274414,77.29000091552734,0.2777777910232544,1561196624,2019-06-22 15:13:44,2019-06-22 15:13:47
DL1PC6884,8262,314,28.59104347229004,77.22830963134766,1.6666666269302368,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC4713,1,0,28.70969009399414,77.22616577148438,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC6727,12339,427,28.67551040649414,77.29143524169922,2.777777671813965,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PC6822,4082,174,28.561246871948242,77.16777801513672,1.9444444179534912,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD0048,2189,83,28.556875228881836,77.1740951538086,0.5555555820465088,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PC5382,9067,337,28.579133987426758,77.22791290283203,0.0,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD0039,10105,368,28.49701690673828,77.30272674560547,0.2777777910232544,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD1333,4854,187,28.569780349731445,77.19791412353516,1.1111111640930176,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD2987,2683,103,28.61019515991211,77.08163452148438,3.055555582046509,1561196624,2019-06-22 15:13:44,2019-06-22 15:13:47
DL1PC6492,10969,394,28.53612518310547,77.20916748046875,0.8333333134651184,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD0059,2184,83,28.603918075561523,77.03916931152344,1.9444444179534912,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC4844,805,23,28.69228172302246,77.20850372314453,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD3583,14991,492,28.578292846679688,77.2458724975586,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC6618,12255,425,28.64365577697754,77.25247192382812,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC6202,9855,364,28.609045028686523,77.2794189453125,3.055555582046509,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PC6714,8673,325,28.58903694152832,77.24674224853516,0.0,1561196607,2019-06-22 15:13:27,2019-06-22 15:13:47
DL1PC6125,9986,366,28.58307647705078,77.1736068725586,2.777777671813965,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD0976,16214,531,28.56473159790039,77.177978515625,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD0332,3713,164,28.612808227539062,77.28271484375,3.3333332538604736,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC5255,8324,320,28.5029354095459,77.29983520507812,0.5555555820465088,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2685,1796,64,28.62131118774414,77.08894348144531,1.6666666269302368,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC6354,11240,399,28.5017147064209,77.28926849365234,0.8333333134651184,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD0245,11936,415,28.642610549926758,77.22356414794922,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2290,1116,34,28.616161346435547,77.33850860595703,0.5555555820465088,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PD1032,6615,245,28.592586517333984,77.15959167480469,1.3888888359069824,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD2319,1186,36,28.65135383605957,77.29306030273438,2.222222328186035,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC6574,5406,198,28.590497970581055,77.08653259277344,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2816,16329,61,28.606470108032227,77.07573699951172,2.222222328186035,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PC6753,3513,158,28.636024475097656,77.28570556640625,0.0,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD3573,3751,165,28.55620574951172,77.1324691772461,2.777777671813965,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD3629,10884,391,28.543718338012695,77.20931243896484,1.9444444179534912,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD1017,4905,188,28.59479331970215,77.07229614257812,0.2777777910232544,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC6239,9487,352,28.512271881103516,77.24393463134766,1.9444444179534912,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD2359,14062,470,28.628278732299805,77.25739288330078,3.055555582046509,1561196479,2019-06-22 15:11:19,2019-06-22 15:13:47
DL1PC6527,584,19,28.665206909179688,77.15970611572266,2.777777671813965,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2843,3135,143,28.732572555541992,77.17161560058594,0.0,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2817,2892,109,28.5838680267334,76.99591827392578,2.777777671813965,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD2683,2469,97,28.57479476928711,77.14901733398438,2.222222328186035,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD1692,11933,415,28.642013549804688,77.22360229492188,0.0,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PD2708,1830,65,28.597562789916992,77.19093322753906,1.9444444179534912,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PC6641,3514,158,28.56975746154785,77.20472717285156,0.2777777910232544,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC4632,176,3,28.6297664642334,77.12381744384766,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD0046,11636,409,28.567459106445312,77.13444519042969,3.055555582046509,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD2204,14086,471,28.625438690185547,77.24054718017578,1.1111111640930176,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2709,2472,97,28.593433380126953,77.07123565673828,2.5,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PC6528,585,19,28.680496215820312,77.14266967773438,1.3888888359069824,1561196610,2019-06-22 15:13:30,2019-06-22 15:13:47
DL1PD3074,2989,121,28.619239807128906,77.03219604492188,0.8333333134651184,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD1678,11701,411,28.57742691040039,77.17344665527344,0.5555555820465088,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PC5486,8222,313,28.579261779785156,77.23352813720703,0.0,1561196612,2019-06-22 15:13:32,2019-06-22 15:13:47
DL1PD0728,5408,198,28.590282440185547,77.08635711669922,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC4146,8085,303,28.571069717407227,77.1814956665039,1.3888888359069824,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PC6518,4166,175,28.647018432617188,77.3178482055664,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD0800,16063,529,28.590534210205078,77.23777770996094,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2735,1892,67,28.617761611938477,77.21087646484375,0.0,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PD2300,2569,100,28.57902717590332,77.05913543701172,0.0,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PC4784,14589,481,28.685850143432617,77.33113098144531,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD2596,3117,137,28.61250114440918,76.98920440673828,2.222222328186035,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC5278,8833,329,28.579416275024414,77.22761535644531,0.5555555820465088,1561196624,2019-06-22 15:13:44,2019-06-22 15:13:47
DL1PD2216,14198,473,28.628101348876953,77.26801300048828,3.055555582046509,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PC6741,15213,504,28.62946128845215,77.30875396728516,1.6666666269302368,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PC5256,8327,320,28.63726234436035,77.24097442626953,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD1130,12254,425,28.657588958740234,77.184326171875,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD1303,5545,201,28.64486312866211,77.19278717041016,2.222222328186035,1561196401,2019-06-22 15:10:01,2019-06-22 15:13:47
DL1PC4783,15815,525,28.569969177246094,77.19981384277344,2.222222328186035,1561196599,2019-06-22 15:13:19,2019-06-22 15:13:47
DL1PD1153,16128,530,28.56951141357422,77.16492462158203,3.055555582046509,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PC5848,15579,514,28.651350021362305,77.15894317626953,0.0,1561195455,2019-06-22 14:54:15,2019-06-22 15:13:47
DL1PC6352,11238,399,28.50800132751465,77.1755599975586,0.2777777910232544,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PD0835,6789,250,28.66107749938965,77.09174346923828,2.5,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD1302,4747,185,28.58222770690918,77.17374420166016,1.9444444179534912,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2349,1542,43,28.708703994750977,77.22761535644531,0.8333333134651184,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD3423,1760,53,28.54501724243164,77.0106430053711,1.9444444179534912,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PD1104,12338,427,28.67110252380371,77.32286834716797,2.777777671813965,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2792,14085,471,28.63538360595703,77.2210922241211,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD3076,13329,457,28.644445419311523,77.19210815429688,0.2777777910232544,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2548,1893,67,28.558591842651367,76.9740219116211,0.0,1561196617,2019-06-22 15:13:37,2019-06-22 15:13:47
DL1PC6776,10454,377,28.516521453857422,77.2266616821289,0.0,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PC6781,9611,358,28.56903839111328,77.21662902832031,2.777777671813965,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD1693,11806,413,28.580930709838867,77.21195220947266,2.777777671813965,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PC6791,8926,333,28.51444435119629,77.23184204101562,1.9444444179534912,1561196563,2019-06-22 15:12:43,2019-06-22 15:13:47
DL1PD0021,5953,219,28.623748779296875,77.0626449584961,0.5555555820465088,1561196609,2019-06-22 15:13:29,2019-06-22 15:13:47
DL1PC5813,15813,525,28.575265884399414,77.17808532714844,0.8333333134651184,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD2649,2185,83,28.610198974609375,76.98182678222656,1.6666666269302368,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD2469,1204,36,28.66971778869629,77.28089904785156,1.9444444179534912,1561196609,2019-06-22 15:13:29,2019-06-22 15:13:47
DL1PD2582,2160,83,28.614465713500977,77.0032730102539,1.6666666269302368,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD1477,12336,427,28.656156539916992,77.19711303710938,0.0,1561196544,2019-06-22 15:12:24,2019-06-22 15:13:47
DL1PD3641,3814,166,28.535322189331055,77.10675048828125,3.055555582046509,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD3588,3941,171,28.6029052734375,77.22783660888672,0.2777777910232544,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PC4085,7813,291,28.6860294342041,76.98870849609375,2.222222328186035,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD2742,2987,119,28.6363582611084,77.09504699707031,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PC6341,11079,398,28.545835494995117,77.1267318725586,0.0,1561196613,2019-06-22 15:13:33,2019-06-22 15:13:47
DL1PC4227,7760,285,28.67975616455078,77.0944595336914,0.0,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PD1539,4753,185,28.5460147857666,77.25057983398438,0.0,1561196612,2019-06-22 15:13:32,2019-06-22 15:13:47
DL1PC5428,8687,325,28.563262939453125,77.26533508300781,2.777777671813965,1561196293,2019-06-22 15:08:13,2019-06-22 15:13:47
DL1PD1587,12019,420,28.708982467651367,77.22749328613281,1.1111111640930176,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD2615,2165,83,28.574308395385742,77.14132690429688,3.3333332538604736,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PD3627,14859,487,28.65452003479004,77.15357971191406,3.6111111640930176,1561196621,2019-06-22 15:13:41,2019-06-22 15:13:47
DL1PD2574,3325,150,28.59012222290039,77.08556365966797,0.0,1561196620,2019-06-22 15:13:40,2019-06-22 15:13:47
DL1PD1701,11676,410,28.55103302001953,77.18341827392578,3.055555582046509,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD3041,2172,83,28.56256675720215,77.16796112060547,2.5,1561196616,2019-06-22 15:13:36,2019-06-22 15:13:47
DL1PD0981,16051,529,28.590951919555664,77.23835754394531,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD3649,3752,165,28.53439712524414,77.09029388427734,0.8333333134651184,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2116,12922,441,28.62532615661621,77.23969268798828,1.6666666269302368,1561196623,2019-06-22 15:13:43,2019-06-22 15:13:47
DL1PC6730,12250,425,28.666109085083008,77.32142639160156,1.1111111640930176,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD1055,12249,425,28.648359298706055,77.31832885742188,3.055555582046509,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2554,3321,150,28.613170623779297,77.08807373046875,2.222222328186035,1561196619,2019-06-22 15:13:39,2019-06-22 15:13:47
DL1PD2676,13637,462,28.61802101135254,77.21041870117188,1.6666666269302368,1561196624,2019-06-22 15:13:44,2019-06-22 15:13:47
DL1PD2877,3205,146,28.73232650756836,77.17125701904297,0.0,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
DL1PD3674,1670,45,28.660457611083984,77.2361831665039,0.0,1561196622,2019-06-22 15:13:42,2019-06-22 15:13:47
DL1PD2560,13612,461,28.685428619384766,77.33126068115234,0.0,1561196618,2019-06-22 15:13:38,2019-06-22 15:13:47
DL1PD2298,1607,44,28.616777420043945,77.33888244628906,0.5555555820465088,1561196615,2019-06-22 15:13:35,2019-06-22 15:13:47
DL1PD3031,2411,94,28.596576690673828,77.13970184326172,1.6666666269302368,1561196614,2019-06-22 15:13:34,2019-06-22 15:13:47
